session_name,session_id,session_time,metric,source_file,Time,HoloCapturerDecoder_color,HoloCapturerDecoder_geo,HoloCapturerPreparer,MediaReaderDual
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:20:00,13.4416611742546,13.3463224356821,13.1892751848477,12.4246314687052
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:20:05,14.3141663355487,15.0073666806058,18.8029321094406,19.5902704725795
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:20:10,16.6729263697581,15.0510965306446,15.99008163454,16.2362756314085
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:20:15,16.4176164009003,18.4478825471865,13.5113752992468,15.0819022702787
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:20:20,19.7780829865617,18.9204835629269,12.8582019531241,14.3438517096751
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:20:25,17.0787142324148,17.462667436421,17.5460665885899,17.9156049597163
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:20:30,18.8775517047448,21.3856211438741,19.2798911229943,20.2063940226135
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:20:35,16.1861942063725,15.984321027941,12.9215085832556,13.5136348231697
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:20:40,14.3231180855147,14.0686222763147,13.8223803392832,14.1403577210021
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:20:45,17.1015083481502,16.4875102399215,17.1106346749945,15.2567273347251
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:20:50,13.8696646805472,13.8023952479536,16.4954392938142,15.3112074976641
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:20:55,12.8027901357632,12.4200126346305,15.2097500581773,13.2541460568504
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:21:00,16.320359356509,16.398800542035,17.9918551358067,15.1780879330284
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:21:05,16.7576582868025,16.3238091524706,16.3558258485192,16.2624871877473
Demo_Session_001_10_13,001,10_13,fps,Demo_Session_001_10_13_fps.csv,28:10:2025 09:21:10,14.647937530232,14.4344169619026,15.3388196827734,14.8575311339565
